1.085861160624305057e+02 9.198412507489408085e+01 1.695619303738329364e+01 1.696159045769820750e+01
8.057710267290300976e+01 1.179610378793723413e+02 1.383660411974036109e+01 1.383063154677863693e+01
6.238443104409850548e+01 1.407789634760286503e+02 1.705298929897629279e+01 1.704473793207124999e+01
5.618581670308520870e+01 9.419330793554664183e+01 1.567743414426679216e+01 1.567209018397511500e+01
1.605725340149950000e+02 7.437555877763283263e+01 1.519741926388629416e+01 1.518696346104808370e+01
8.899207645480119311e+01 1.095732749085933904e+02 1.702513273062914934e+01 1.701021740196354060e+01
1.283694370240903595e+02 1.291794114434270000e+02 1.381497880782593235e+01 1.382527364059064290e+01
7.357479620201920056e+01 1.431798580608422640e+02 1.573911303415462726e+01 1.576386727290109135e+01
5.298931841460078118e+01 8.916289287294885924e+01 1.369428786863344882e+01 1.371157726446783087e+01
8.478203711755070060e+01 6.497511421856475522e+01 1.952538430274213965e+01 1.954514804424817953e+01
9.938745953636819763e+01 1.043824911889568057e+02 1.179451509808478171e+01 1.180879098178567332e+01
2.047605200567000736e+02 9.359256972715925826e+01 1.984847619596959589e+01 1.985775775850972735e+01
1.107724083812955485e+02 6.237227863266874550e+01 1.295704530672868771e+01 1.297182659506166225e+01
1.397677732975929814e+02 8.979796799910812410e+01 1.403066825432831521e+01 1.404983188658470716e+01
1.543867610139103022e+02 5.317898947798251896e+01 1.884399292697777284e+01 1.886538345283292273e+01
1.765973276959649638e+02 1.507769362978775973e+02 1.538430168057769265e+01 1.540676784037531455e+01
2.751611004200168509e+02 1.885611287079208012e+02 2.017069502851938267e+01 2.018211366425896713e+01
1.245714242002959224e+02 1.963923178924109152e+02 1.873022684567993323e+01 1.874606379750624896e+01
6.738078410444360600e+01 1.935920055778251481e+02 1.948558630143240222e+01 1.949368616889022832e+01
1.959853536387434758e+02 3.367665662936424269e+02 1.736214866360610287e+01 1.735579504523154171e+01
1.549759022862764937e+02 2.193734948485807763e+02 2.352003333055091616e+01 2.352616423854632188e+01
1.467818508284912298e+02 2.565843003120043022e+02 2.547656579218623207e+01 2.548872296997073050e+01
1.127736549615280808e+02 4.091852147229557772e+02 2.737619330616567481e+01 2.738434018792674962e+01
1.427830690178054169e+02 4.555521066896247930e+02 2.229084216713021860e+01 2.230191739498226156e+01
2.261709512494321643e+02 1.771955524106414259e+02 2.808962481204560646e+01 2.808227114949564296e+01
2.013782011219499282e+02 2.567687801721006622e+02 1.729074525029687237e+01 1.729992753504645364e+01
3.265683300666883042e+02 2.651822852497014082e+02 2.102074660279606277e+01 2.102648526089079795e+01
2.549851801982191830e+02 2.607738272977759380e+02 2.769084523171695622e+01 2.770049202553031620e+01
2.239432399596767596e+02 1.212087166371657077e+02 2.339697439592528383e+01 2.339624923721793692e+01
2.857759618951544098e+02 3.617729129756784232e+02 2.441372687812158659e+01 2.442339096614852778e+01
2.531808845294149251e+02 2.471645315860011465e+02 2.662020246461618100e+01 2.664726341910236584e+01
2.771587367410737102e+02 3.833708682043360341e+02 2.386583196132860252e+01 2.386394981913399604e+01
4.065794359194557615e+02 2.027804007792370555e+02 2.936392940075523939e+01 2.938310472168968701e+01
5.307818791071315445e+02 3.243808681802482852e+02 3.467361083846758163e+01 3.469685946572536750e+01
5.557448599521163715e+02 1.599897849152820584e+02 2.525517699222618972e+01 2.526309093690962015e+01
2.848025109545072837e+02 2.951644406997248211e+02 2.300984782614003876e+01 2.301336189345179761e+01
4.013767009042758218e+02 4.647751933576223564e+02 2.936991895011261633e+01 2.937698031956746192e+01
2.325703521624082839e+02 2.305932424910767224e+02 3.431640962385983329e+01 3.429109395741803468e+01
3.843649135564645007e+02 2.789794077889751520e+02 3.588587190500989976e+01 3.588426625343634413e+01
2.913599188495536509e+02 3.453784450662958534e+02 2.917532673915628649e+01 2.917430881253756070e+01
4.295760065454613823e+02 3.707810206614844333e+02 2.791433366325227183e+01 2.791821533168712932e+01
4.593693966234505979e+02 3.799811119763213583e+02 3.019890229250838587e+01 3.019581953873190017e+01
4.217709342629532330e+02 5.015707735737972257e+02 3.400176539846866319e+01 3.400235171355696195e+01
2.723798271882370159e+02 3.277826893240394952e+02 2.599143396988927179e+01 2.599021863378070663e+01
4.417704326296645263e+02 3.311768371715894546e+02 2.735979120321153957e+01 2.736157538578363102e+01
3.275611354446595556e+02 2.585802335538319312e+02 2.780438631253251813e+01 2.777591737613973422e+01
3.481727071541977239e+02 2.361904726554385832e+02 3.207803761309772028e+01 3.204922757734892258e+01
3.893912147057125139e+02 2.401849595350955440e+02 3.078639869110456928e+01 3.078299013160435038e+01
3.295683299140242752e+02 3.607780592237535870e+02 3.690947672540029600e+01 3.687476880086153130e+01
3.747705232325835141e+02 2.395771414643809294e+02 3.587269766528773118e+01 3.584933631137415944e+01
4.081766470875447794e+02 2.503684139023883404e+02 3.628437619013327264e+01 3.628894354349193208e+01
3.019796334416202512e+02 5.329829550312933861e+02 4.134565163892547446e+01 4.134282179870569962e+01
3.415761396504245226e+02 3.203615646959289620e+02 3.312440801570577520e+01 3.311759241640750417e+01
3.921738417731260142e+02 4.845875550005976038e+02 3.074634802833639924e+01 3.075130318338772284e+01
2.513715362779054487e+02 4.303841665194644293e+02 3.165873181451984308e+01 3.166535669376819584e+01
3.791816425540763476e+02 3.577760993533456144e+02 3.356438748111779802e+01 3.355177621078176031e+01
4.229645333024175784e+02 5.323663026949899404e+02 3.727505517901455789e+01 3.725555726257861977e+01
3.425920475143994963e+02 3.651525124948226448e+02 2.868259494043207880e+01 2.867473750593840620e+01
4.277911204767588060e+02 4.619487053513911405e+02 3.030583324379600896e+01 3.029849117219294641e+01
6.037575058032950892e+02 2.494052022670261408e+02 3.172010477497326519e+01 3.171143335656508455e+01
5.805593868694596722e+02 3.951858608277345297e+02 3.817110472550390909e+01 3.815137753195388370e+01
5.377587632929411257e+02 3.867924669624489979e+02 3.079515145470139004e+01 3.078763627152094884e+01
3.931973828457064997e+02 4.429589864956489009e+02 2.692083261311204367e+01 2.693673084901356063e+01
4.645696213772945384e+02 3.271793067700902498e+02 3.773640162626377048e+01 3.771016544437868134e+01
4.891975297126388114e+02 4.131563488763423493e+02 3.735501017988708128e+01 3.736116433777128520e+01
5.019929412901464048e+02 5.371606674868154414e+02 3.310671407133168742e+01 3.310939474764109747e+01
4.569881603729166955e+02 5.345613949193284498e+02 3.607749989207741947e+01 3.607518156318089808e+01
4.511708955331321818e+02 4.869640336462815640e+02 3.354243305119275931e+01 3.352933458273069789e+01
5.699720100301344701e+02 3.841732622612886985e+02 2.610827787547324874e+01 2.610590833654865150e+01
4.511738735358773624e+02 4.537845387913017703e+02 3.087330069491521201e+01 3.087711756374978833e+01
4.055732317771133921e+02 4.311819919145943345e+02 3.329693050365582252e+01 3.329560826765548853e+01
5.551708194157902199e+02 3.815775705224002081e+02 4.127094371877440437e+01 4.125937654281315048e+01
4.013733210030512168e+02 3.053853770669206824e+02 3.196231541513741448e+01 3.196812401121341196e+01
4.019719589139206164e+02 4.075721053023279410e+02 3.670777950975639925e+01 3.671543274862973760e+01
4.267838050418383204e+02 4.311779563555951427e+02 3.122953275587709143e+01 3.123183576248067084e+01
4.603587539017876225e+02 3.553645695878906849e+02 3.104374578620031500e+01 3.104849164203978518e+01
4.183711597716982169e+02 3.721802392035107800e+02 3.547507962727603115e+01 3.547436227111819562e+01
6.133484156556050948e+02 3.593981689752078523e+02 3.658608655991450576e+01 3.658296105484772909e+01
4.867665109240028869e+02 4.255698290021369985e+02 3.535638763099298387e+01 3.535395220831281193e+01
3.415570753549753817e+02 3.746011026807567532e+02 3.747749057458968736e+01 3.748145000192977250e+01
4.575574140197562656e+02 3.833903087697216279e+02 3.275717214652055986e+01 3.276598788111531491e+01
3.442010332378389421e+02 5.561604631655185358e+02 3.570476571908953645e+01 3.570865328476383382e+01
6.211589903957853949e+02 4.321739652191301388e+02 3.812443738132708404e+01 3.813310904173143712e+01
4.757681246925676533e+02 5.307722812987809675e+02 3.885586803065911710e+01 3.885554322521467441e+01
6.189814263096818650e+02 3.549647920231786884e+02 3.683867615794125783e+01 3.683742339236108876e+01
5.749634435178238618e+02 4.605827115387082813e+02 3.822643223474938878e+01 3.821948366364320293e+01
5.231938362865868157e+02 4.989644266049526777e+02 3.808595759863295882e+01 3.808952626631065641e+01
5.693699408198341416e+02 3.823863179680441817e+02 3.766965047017113477e+01 3.766085935142975671e+01
4.195897043797323818e+02 5.153627383217631177e+02 3.558874409724364085e+01 3.558128839821472411e+01
6.031913152138913574e+02 3.505686200025348853e+02 3.445544716538240948e+01 3.445133214556202716e+01
5.025680211639406707e+02 3.916008850635352019e+02 3.243926230749201522e+01 3.243701503405254982e+01
4.183698294748875810e+02 4.037725265630443801e+02 2.580362740134286170e+01 2.579810605439881144e+01
6.413405579480261167e+02 3.206066405431544126e+02 3.769978094360713783e+01 3.770582631461915923e+01
4.973725139959331614e+02 4.141752264749356982e+02 3.969466670549496712e+01 3.969273407131946385e+01
5.363961070537417299e+02 4.669665786935932488e+02 3.575608793518074435e+01 3.575331630653494130e+01
4.551747494559478469e+02 3.689774865231278227e+02 3.696002305748303485e+01 3.694909250223739861e+01
5.107669506544454521e+02 5.671657133485018676e+02 4.878562360004109166e+01 4.880552299789907522e+01
4.295838818823868905e+02 4.427767660645428123e+02 3.793118875939818935e+01 3.793557950252619548e+01
5.297843644696159799e+02 4.253699366252621985e+02 3.807354342408940795e+01 3.805693713721518634e+01
