1.343877129580370638e+04 1.343352507179130953e+04 1.318964472816900889e+04 1.407909878593631947e+04
1.345301218200355288e+04 1.345181429579150790e+04 1.321661082184102270e+04 1.315397257571298360e+04
1.345345124328264865e+04 1.345609497316935085e+04 1.340472411364968866e+04 1.333780732807327331e+04
1.345459972683911110e+04 1.345180754354538840e+04 1.331058543876880140e+04 1.330297857921322793e+04
1.345600410192429626e+04 1.337552225107103368e+04 1.312576213919848306e+04 1.325825602465374141e+04
1.345354637777909011e+04 1.332759555395303141e+04 1.292306469486138667e+04 1.337760981491219718e+04
1.322021175930071695e+04 1.319687608868890129e+04 1.295481608727154162e+04 1.308694137678042171e+04
1.325647945721650103e+04 1.320892701456908253e+04 1.289259715056238565e+04 1.312727737551141399e+04
1.310838094039560201e+04 1.326081287866748426e+04 1.297384330913176927e+04 1.318216627132689428e+04
1.318795174928702727e+04 1.327984953029510871e+04 1.305486047311124457e+04 1.293854436134813477e+04
1.323257654777615426e+04 1.314230776608200176e+04 1.319445908035603316e+04 1.315934264738979982e+04
1.321036375714930728e+04 1.323365037324972218e+04 1.292278908856962880e+04 1.294587562821179381e+04
1.327072614523185257e+04 1.317497672579903156e+04 1.270578232559153184e+04 1.283918367213546662e+04
1.323348817509595028e+04 1.313388575686048716e+04 1.282022636328714725e+04 1.322880098622662990e+04
1.327955238245005239e+04 1.298963722862274699e+04 1.268010723762238558e+04 1.329604147853293944e+04
1.323440708042564802e+04 1.308223824178301948e+04 1.285292005165290539e+04 1.365749200173401550e+04
1.321584544291358907e+04 1.314138038165350190e+04 1.277445093429043118e+04 1.280758287001234203e+04
1.320221597228983228e+04 1.316440970363682209e+04 1.306048839099167890e+04 1.264038433232279749e+04
1.322278103207542517e+04 1.316336517177232054e+04 1.421678011885021988e+04 1.276647602636748707e+04
1.315899993532235021e+04 1.311769636597104909e+04 1.447475571429499905e+04 1.278561766167635869e+04
1.311157823277900388e+04 1.311637142795874934e+04 1.394311642741915421e+04 1.267880501717978586e+04
1.308877869937588548e+04 1.308981273369825067e+04 1.445149055399997815e+04 1.334721449112650225e+04
1.299483214120200682e+04 1.299443346787339942e+04 1.457487905388390391e+04 1.485513807300072222e+04
1.316432137113884710e+04 1.312129698668196215e+04 1.471093907976740775e+04 1.458862152832334323e+04
1.314801975785383911e+04 1.305661283129063304e+04 1.467762522446887124e+04 1.408845536986728257e+04
1.310614706902945545e+04 1.306081752376366421e+04 1.451909092305643208e+04 1.559546102127335689e+04
